DATE,FFR,C,A,LF,U,$\pi$
2003-02-28,0.026981566820276637,-0.003716536384207103,-0.0031999626570566875,-0.2672515671122895,0.27000000000000157,0.0027484328877118713
2003-03-31,-0.009239631336405596,0.004634044010879634,0.007910373269922388,0.0008915556227488963,0.0,0.0008915556227488963
2003-04-30,0.00509677419354837,6.228192797763654e-05,0.014960052902750931,-0.2919476926768816,0.2899999999999989,-0.0019476926768819958
2003-05-31,0.0010322580645161228,-0.0002837496624152891,-0.016237666508091664,-0.30868309445753894,0.3099999999999987,0.0013169055424593346
2003-06-30,-0.03636559139784956,-0.002959808088400351,-0.0014617900440221376,-0.6834981392207347,0.6800000000000006,-0.0034981392207336093
2003-07-31,-0.21137634408602146,0.0012514424797718249,0.0034990138438413254,0.3576754191006408,-0.34999999999999876,0.007675419100642067
2003-08-31,0.01774193548387104,-0.002690601550265015,-0.005921085239856794,0.3245749837528846,-0.33000000000000185,-0.005425016247117664
2003-09-30,-0.01903225806451614,0.0036798675422886618,0.0059746413256167585,0.0010746381391166793,0.0,0.0010746381391166793
2003-10-31,0.0,-1.1812154681933862e-05,0.001150918572195181,0.3117258184118219,-0.3099999999999987,0.0017258184118231767
2003-11-30,-0.014000000000000012,0.003657919888908623,-0.004201990495339203,0.5581626087399636,-0.5600000000000005,-0.0018373912600364584
2003-12-31,-0.01180645161290328,0.00594083507143317,0.014950154560461115,0.24952524174755375,-0.2499999999999991,-0.00047475825244536196
2004-01-31,0.012903225806451646,-0.01731126827918672,-0.015761337064281733,0.005215882729162402,0.0,0.005215882729162402
2004-02-29,0.010144605116796601,0.0027076838677650983,-0.00848604469003078,0.22625439054672825,-0.2300000000000011,-0.003745609453273069
2004-03-31,-0.005628476084538425,0.0016476774263054494,0.010826378860981478,-0.47977821554363054,0.4800000000000002,0.00022178445636988897
2004-04-30,0.0023870967741934646,0.003047370535588456,0.0062456554753840265,0.4836958489970753,-0.4800000000000002,0.0036958489970744246
2004-05-31,0.0005161290322581724,4.798415284668067e-05,-0.0077956820943807514,-0.004927156668609989,0.0,-0.004927156668609989
2004-06-30,0.02115053763440855,0.005307302156811744,0.00905185898720795,0.0008703495599817757,0.0,0.0008703495599817757
2004-07-31,0.23788172043010758,0.0021373295718092322,-0.0028933129026711413,0.2084214443207495,-0.2099999999999993,-0.0015785556792495825
2004-08-31,0.1658064516129032,-0.011766159435154577,-0.013580540280376141,0.18676593922821905,-0.1899999999999994,-0.003234060771780456
2004-09-30,0.17564516129032248,0.005075032547289027,0.025977612875541567,0.0059436222237314595,0.0,0.005943622223731904
2004-10-31,0.1559677419354839,-0.0011856293598206946,-0.016852972012937784,-0.18877376549913105,0.1899999999999994,0.0012262345008680064
2004-11-30,0.17103225806451605,0.004144511900490144,0.010418248789665796,0.18988950401663018,-0.1899999999999994,-0.00011049598336887456
2004-12-31,0.2241290322580647,0.0013342412556536232,-0.00038568756634838053,-0.003449952934901468,0.0,-0.003449952934901468
